Join_Count,TARGET_FID,id,foreign_id,foreign_id1,lat,lng,description,river,town,active,TNMID,METASOURCE,SOURCEDATA,SOURCEORIG,SOURCEFEAT,LOADDATE,GNIS_ID,AREAACRES,AREASQKM,STATES,HUC8,NAME,Shape_Leng,usgs_site_no_revised
1,173,586,05388250,dchi4,43.421084,-91.508752,Upper Iowa River near Dorchester (DCHI4-05388250),Upper Iowa River,Dorchester,t,{342979AC-90B2-4197-A662-8F96F2E3F98B}, , , , ,6/11/2012 0:00:00,0.0,639677.18,2588.68,"IA,MN",7060002.0,Upper Iowa,4.03046094434,5388250
1,174,666,06809500,rdoi4,41.008604,-95.241658,East Nishnabotna River at Red Oak (RDOI4-06809500),East Nishnabotna River,Red Oak,t,{32B6905C-C90F-485E-92C6-683554366E45}, , , , ,6/11/2012 0:00:00,0.0,735184.8399999999,2975.19,IA,10240003.0,East Nishnabotna,4.90990594587,6809500
1,175,660,06607500,turi4,41.964432,-95.972788,Little Sioux River near Turin (TURI4-06607500),Little Sioux River,Turin,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6607500
1,176,1967,05489490,bcoi4,41.0145,-92.4624,Bear Creek at Ottumwa (05489490),Bear Creek,Ottumwa,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,5489490
1,177,582,NEPI4,nepi4,41.5263,-91.9894,North Fork English River near Parnell (NEPI4),North Fork English River,Parnell,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,5455100
1,178,657,06605850,lnni4,42.895811,-95.24333,Little Sioux River at Linn Grove (LNNI4-06605850),Little Sioux River,Linn Grove,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6605850
1,179,653,06600100,alti4,42.981931,-96.001129,Floyd River at Alton (ALTI4-06600100),Floyd River,Alton,t,{0E741BD6-D424-4C09-B0FD-E17D9C27E19D}, , , , ,10/6/2016 0:00:00,0.0,586327.51,2372.79,IA,10230002.0,Floyd,3.75376918356,6600100
1,180,644,05489000,bssi4,41.219002,-92.908533,Cedar Creek near Bussey (BSSI4-05489000),Cedar Creek,Bussey,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,5489000
1,181,694,KHBI2,khbi2,41.10611,-90.95944,Mississippi River at Keithsburg (KHBI2),Mississippi,Keithsburg,t,{83925D5C-3127-4C58-BFB6-A623B748AAE9}, , , , ,6/11/2012 0:00:00,0.0,1546231.99,6257.38,"IA,IL,MO",7080104.0,Flint-Henderson,6.48831613038,5477000
1,182,693,ILNI2,ilni2,41.425539,-91.01278,Mississippi River at Illinois City (ILNI2),Mississippi,Illinois City,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,5422000
1,183,658,06606600,crri4,42.482278,-95.792889,Little Sioux River at Correctionville (CRRI4-06606600),Little Sioux River,Correctionville,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6606600
1,184,704,06807000,nebn1,40.681667,-95.846944,Missouri River at Nebraska City (NEBN1),Missouri,Nebraska City,t,{851962FC-3665-4EF9-BAE7-6A9DFAA40CAD}, , , , ,10/17/2016 0:00:00,0.0,536310.17,2170.37,"IA,MO,NE",10240001.0,Keg-Weeping Water,5.00405123467,6807000
1,185,680,05420500,cmmi4,41.780586,-90.252073,Mississippi River at Camanche (05420500-CMMI4),Mississippi,Camanche,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,5420500
1,186,1640,ATNI4,atni4,41.656389,-93.546944,Fourmile Creek at Altoona (ATNI4),Fourmile Creek,Altoona,f,{6BC7C38A-1876-4BD3-89C0-5898FB18BBA1}, , , , ,6/11/2012 0:00:00,0.0,1563257.96,6326.29,IA,7100008.0,Lake Red Rock,6.18966542928,5484500
1,187,1934,06481480,sccs2,43.848196,-96.836831,Skunk Creek near Chester (06481480),Skunk Creek,Dell Rapids,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6481480
1,188,663,06807410,hnki4,41.389992,-95.371667,West Nishnabotna River at Hancock (HNKI4-06807410),West Nishnabotna River,Hancock,t,{0ADD5A65-48D5-4C2D-9478-CC5524DCBC96}, , , , ,6/11/2012 0:00:00,0.0,1056982.61,4277.46,IA,10240002.0,West Nishnabotna,4.7622280514,6807410
1,189,522,05389400,mbri4,43.040817,-91.206519,Bloody Run Creek near Marquette (05389400),Bloody Run Creek,Marquette,t,{66B6FBB4-281D-44B8-AEEC-70EBBC503DA2}, , , , ,2/1/2017 0:00:00,0.0,911495.16,3688.69,"IA,MN,WI",7060001.0,Coon-Yellow,4.44162244149,5389400
1,190,1765,05464695,mrni4,42.030944,-91.611861,Indian Creek at Marion (05464695-MRNI4),Indian Creek,Marion,t,{65F2CD30-B70F-474A-8E7D-FFABDB288751}, , , , ,6/11/2012 0:00:00,0.0,703253.72,2845.97,IA,7080206.0,Lower Cedar,4.56838127734,5464695
1,191,643,05488500,trci4,41.281391,-92.861504,Des Moines River near Tracy (TRCI4-05488500),Des Moines River,Tracy,t,{BD63BFB7-471A-41B1-8B65-1FCFFD956A3C}, , , , ,6/11/2012 0:00:00,0.0,1370685.19,5546.97,"IA,MO",7100009.0,Lower Des Moines,5.89631193612,5488500
0,192,1945,06478000,sews2,43.658872,-97.91924,James River near Mitchell (06478000),James River,Mitchell,t,,,,,,,,,,,,,,6478000
1,193,1634,MRLI4,mrli4,42.720833,-96.240833,Floyd River at Merrill (MRLI4),Floyd River,Merrill,t,{0E741BD6-D424-4C09-B0FD-E17D9C27E19D}, , , , ,10/6/2016 0:00:00,0.0,586327.51,2372.79,IA,10230002.0,Floyd,3.75376918356,6600120
1,194,1606,05411500,clai4,42.903611,-91.145,Mississippi River at Clayton (05411500-CLAI4),Mississippi River,Clayton,t,{3E0D1C61-5500-46F4-BF99-F12BE1D4CF1B}, , , , ,11/18/2016 0:00:00,0.0,716484.51,2899.51,"IA,WI",7060003.0,Grant-Little Maquoketa,3.42275606321,5411500
1,195,608,05463050,cedi4,42.537583,-92.443306,Cedar River at Cedar Falls (CEDI4-05463050),Cedar River,Cedar Falls,t,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,5463050
1,196,544,05454300,crai4,41.676682,-91.598781,Clear Creek near Coralville (05454300),Clear Creek,Coralville,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,5454300
1,197,1988,05464480,crei4,42.011978,-91.707152,Cedar River at Edgewood Road at Cedar Rapids (05464480),Cedar River,Cedar Rapids,t,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,5464480
1,198,1639,ESQI4,esqi4,42.166389,-93.753056,Ioway Creek at Hwy E18 at Ames (ESQI4),Ioway Creek,Ames,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,5469500
1,199,702,MUSI4,musi4,41.41667,-91.03333,Mississippi River at Muscatine (MUSI4),Mississippi,Muscatine,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,5465500
1,200,1637,CLVI4,clvi4,41.611389,-93.776389,Walnut Creek at Clive (CLVI4),Walnut Creek,Clive,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5484800
1,201,525,05412400,vlpi4,42.753875,-91.369025,Volga River at Littleport (05412400),Volga River,Littleport,t,{5F37CEFE-0361-453D-BE80-A71DB9CD1EF6}, , , , ,6/11/2012 0:00:00,0.0,1084109.94,4387.24,IA,7060004.0,Turkey,4.59363228966,5412400
1,202,622,05474000,agsi4,40.75365,-91.277094,Skunk River at Augusta (AGSI4-05474000),Skunk River,Augusta,t,{D6567D53-25C9-4F9D-9848-7A6CD56F39B3}, , , , ,6/11/2012 0:00:00,0.0,1045531.64,4231.12,IA,7080107.0,Skunk,5.03870994718,5474000
1,203,542,05454090,cmci4,41.7,-91.562778,Muddy Creek at Coralville (05454090),Muddy Creek,Coralville,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,5454090
1,204,600,05455700,lnti4,41.423139,-91.475278,Iowa River Near Lone Tree (Tri-County Bridge) (LNTI4-05455700),Iowa River,Lone Tree,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,5455700
1,205,1965,05483318,TPTI4,41.9458,-94.8794,Brushy Fork Creek near Templeton (05483318-TPTI4),Brushy Fork Creek,Templeton,t,{FFBAED06-1CB1-450D-AB03-D3562BAB3878}, , , , ,6/11/2012 0:00:00,0.0,727597.2199999999,2944.48,IA,7100007.0,South Raccoon,3.92060414651,5483318
1,206,1645,05450400,stbi4,42.408111,-93.072972,Iowa River at Steamboat Rock (STBI4),Iowa River,Steamboat Rock,t,{ECE669E9-D814-4A42-9574-B61B0BEEF0E1}, , , , ,6/11/2012 0:00:00,0.0,931827.1,3770.97,IA,7080207.0,Upper Iowa,5.68815199018,5450400
1,207,686,05420400,flti2,41.894472,-90.156793,Mississippi River at Fulton (FLTI2),Mississippi,Fulton,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,5420400
1,208,621,05472500,sigi4,41.300845,-92.204626,North Skunk River near Sigourney (SIGI4-05472500),North Skunk River,Sigourney,t,{F5482012-4FCC-45A0-9DC5-71524F3980F0}, , , , ,6/11/2012 0:00:00,0.0,558361.16,2259.61,IA,7080106.0,North Skunk,3.96470530119,5472500
1,209,711,TAMI4,tami4,41.95417,-92.58056,Iowa River near Tama (TAMI4),Iowa River,Tama,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5451500
1,210,1958,05457440,ctri4,43.415,-92.9849,Deer Creek near Carpenter (05457440),Deer Creek,Carpenter,t,{6AE5D8A8-3316-49A6-B484-84B00A70076D}, , , , ,6/11/2012 0:00:00,0.0,1078114.47,4362.98,"IA,MN",7080201.0,Upper Cedar,5.43039032996,5457440
0,211,1933,06479770,brcs2,44.467522,-96.88742,Big Sioux River near Bruce (06479770),Big Sioux River,Estelline,t,,,,,,,,,,,,,,6479770
1,212,539,05453000,ladi4,41.749447,-92.182127,Big Bear Creek at Ladora (05453000),Big Bear Creek,Ladora,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5453000
1,213,595,05449500,rowi4,42.759944,-93.621849,Iowa River near Rowan (ROWI4-05449500),Iowa River,Rowan,t,{ECE669E9-D814-4A42-9574-B61B0BEEF0E1}, , , , ,6/11/2012 0:00:00,0.0,931827.1,3770.97,IA,7080207.0,Upper Iowa,5.68815199018,5449500
1,214,581,GJTI4,gjti4,42.01806,-94.29444,Buttrick Creek near Grand Junction (GJTI4),Buttrick Creek,Grand Junction,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5482500
1,215,1974,06811800,etri4,41.08,-95.093,East Tarkio Creek near Stanton (06811800),East Tarkio Creek,Stanton ,t,{C08511E0-1F14-4B65-A422-5E90033B33F4}, , , , ,6/11/2012 0:00:00,0.0,1088578.78,4405.33,"IA,KS,MO,NE",10240005.0,Tarkio-Wolf,6.4128368427,6811800
1,216,604,05458900,fnhi4,42.629426,-92.543522,West Fork Cedar River at Finchford (FNHI4-05458900),West Fork Cedar River,Finchford,t,{6D42187C-4B29-4472-A8FE-52C4FE84047B}, , , , ,6/11/2012 0:00:00,0.0,551118.08,2230.3,IA,7080204.0,West Fork Cedar,3.76596645838,5458900
1,217,635,05484000,redi4,41.589432,-94.151346,South Raccoon River at Redfield (REDI4-05484000),South Raccoon River,Redfield,t,{FFBAED06-1CB1-450D-AB03-D3562BAB3878}, , , , ,6/11/2012 0:00:00,0.0,727597.2199999999,2944.48,IA,7100007.0,South Raccoon,3.92060414651,5484000
1,218,551,05463500,hudi4,42.407764,-92.463245,Black Hawk Creek at Hudson (05463500),Black Hawk Creek,Hudson,t,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,5463500
0,219,1929,06479438,wtrs2,45.006075,-97.165076,Big Sioux River near Watertown (06479438),Big Sioux River N,Watertown,t,,,,,,,,,,,,,,6479438
1,220,640,05486000,nrwi4,41.457907,-93.654969,North River near Norwalk (NRWI4-05486000),North River,Norwalk,t,{6BC7C38A-1876-4BD3-89C0-5898FB18BBA1}, , , , ,6/11/2012 0:00:00,0.0,1563257.96,6326.29,IA,7100008.0,Lake Red Rock,6.18966542928,5486000
1,221,662,06609500,lgni4,41.64249,-95.782786,Boyer River at Logan (LGNI4-06609500),Boyer River,Logan,t,{FA3F5B0F-E548-4B41-9276-B1409BDFBB0C}, , , , ,6/11/2012 0:00:00,0.0,761568.23,3081.96,IA,10230007.0,Boyer,5.11919109484,6609500
1,222,596,05451500,miwi4,42.065821,-92.9077,Iowa River at Marshalltown (MIWI4-05451500),Iowa River,Marshalltown,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5451500
1,223,676,BLVI4,blvi4,42.27278,-90.42111,Mississippi River at Bellevue (BLVI4),Mississippi,Bellevue,t,{D09DB136-C0FD-4F58-8B45-0382680A89B4}, , , , ,6/11/2012 0:00:00,0.0,951301.75,3849.79,"IA,IL,WI",7060005.0,Apple-Plum,4.7249323107,5420500
1,224,689,GLDI2,gldi2,40.88139,-91.0225,Mississippi River at Gladstone (GLDI2),Mississippi,Gladstone,t,{83925D5C-3127-4C58-BFB6-A623B748AAE9}, , , , ,6/11/2012 0:00:00,0.0,1546231.99,6257.38,"IA,IL,MO",7080104.0,Flint-Henderson,6.48831613038,5474010
1,225,1940,06483950,hwdi4,43.051376,-96.489755,Big Sioux River near Havarden (06478513-HAWDI4),Big Sioux River,Hawarden,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6483950
1,226,1937,06481000,ders2,43.790446,-96.745662,Big Sioux River near Dell Rapids (06481000),Big Sioux River,Dell Rapids,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6481000
1,227,1612,05482315,bhli4,42.304167,-95.041667,Black Hawk Lake at Lake View (05482315),Black Hawk Lake,Lake View,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5482315
1,228,641,05486490,idni4,41.424158,-93.587439,Middle River near Indianola (IDNI4-05486490),Middle River,Indianola,t,{6BC7C38A-1876-4BD3-89C0-5898FB18BBA1}, , , , ,6/11/2012 0:00:00,0.0,1563257.96,6326.29,IA,7100008.0,Lake Red Rock,6.18966542928,5486490
1,229,1628,06903880,radi4,40.825011,-92.892699,Rathbun Reservoir at Moravia (06903880-RADI4),Chariton River (Rathbun Res.),Moravia,t,{826447E1-861E-4BC6-8E06-83FDC93BE10C}, , , , ,6/11/2012 0:00:00,0.0,865429.26,3502.27,"IA,MO",10280201.0,Upper Chariton,4.2714772928,6903880
1,230,1615,06604200,obji4,43.378611,-95.181111,West Okoboji Lake at Lakeside Lab near Milford (06604200),West Okoboji Lake,Milford,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6604200
1,231,633,05482430,lkci4,42.169083,-94.726028,North Raccoon River near Lanesboro (LKCI4-05482430),North Raccoon River,Lanesboro,t,{642334D3-7EFA-4E7E-9500-F5A9E8FBF717}, , , , ,6/11/2012 0:00:00,0.0,1581359.74,6399.54,IA,7100006.0,North Raccoon,7.63352986486,5482430
1,232,537,05452000,ebri4,41.964162,-92.313242,Salt Creek near Elberon (05452000),Salt Creek,Elberon,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5452000
1,233,543,05454220,oxfi4,41.718346,-91.740174,Clear Creek near Oxford (05454220),Clear Creek,Oxford,t,{81FC7671-7479-4492-AE19-BF9BA3BFFE14}, , , , ,6/11/2012 0:00:00,0.0,1078893.67,4366.13,IA,7080209.0,Lower Iowa,5.82214410209,5454220
1,234,1692,06811875,skyi4,40.7425,-95.129444,Snake Creek near Yorktown (06811875),Snake Creek,Yorktown,t,{C08511E0-1F14-4B65-A422-5E90033B33F4}, , , , ,6/11/2012 0:00:00,0.0,1088578.78,4405.33,"IA,KS,MO,NE",10240005.0,Tarkio-Wolf,6.4128368427,6811875
1,235,587,05411850,edri4,43.054188,-91.809098,Turkey River near Eldorado (EDRI4-05411850),Turkey River,Eldorado,t,{5F37CEFE-0361-453D-BE80-A71DB9CD1EF6}, , , , ,6/11/2012 0:00:00,0.0,1084109.94,4387.24,IA,7060004.0,Turkey,4.59363228966,5411850
1,236,619,05471050,cfxi4,41.681378,-93.246594,South Skunk River at Colfax (CFXI4-05471050),South Skunk River,Colfax,t,{A3289F99-CD86-4AF6-A77E-5442630D5AFD}, , , , ,6/11/2012 0:00:00,0.0,1179865.93,4774.75,IA,7080105.0,South Skunk,6.74624294085,5471050
1,237,584,WWDI4,wwdi4,41.80069,-93.94061,Beaver Creek near Woodward (WWDI4),Beaver Creek,Woodward,t,{691DCFE7-DFF0-48AA-9159-7CD3F9B2C5C2}, , , , ,6/11/2012 0:00:00,0.0,1104287.57,4468.9,IA,7100004.0,Middle Des Moines,7.05359467269,5483000
1,238,703,NBOI2,nboi2,41.19139,-91.05556,Mississippi River at New Boston (NBOI2),Mississippi,New Boston,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,5446500
1,239,1644,SPWI4,spwi4,43.136667,-95.143889,Little Sioux River at Spencer (SPWI4),Little Sioux River,Spencer,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6600000
1,240,10733,spii4,spii4,43.184268,-95.191472,Little Sioux River at 320th St at Spencer (LTLSIOUX03-SPII4),Little Sioux River N,Spencer,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6600000
1,241,656,06605000,spoi4,43.128026,-95.21083,Ocheyedan River near Spencer (SPOI4-06605000),Ocheyedan River,Spencer,t,{AC6CFCCF-A163-42EF-A69B-B849D9CA226B}, , , , ,12/1/2016 0:00:00,0.0,1812413.43,7334.58,"IA,MN",10230003.0,Little Sioux,8.94025563372,6605000
1,242,1973,06811760,TRKI4,41.1017,-95.1028,Tarkio River near Elliott (06811760-TRKI4),Tarkio River,Elliott ,t,{C08511E0-1F14-4B65-A422-5E90033B33F4}, , , , ,6/11/2012 0:00:00,0.0,1088578.78,4405.33,"IA,KS,MO,NE",10240005.0,Tarkio-Wolf,6.4128368427,6811760
1,243,1608,05421890,wlti4,41.915,-90.6,Silver Creek at Welton (05421890),Silver Creek,Welton,t,{2CA76B6F-4299-487E-B45B-1C2EA9361D20}, , , , ,6/11/2012 0:00:00,0.0,628099.07,2541.83,IA,7080103.0,Lower Wapsipinicon,3.77823775055,5421890
1,244,367,06610000,omhn1,41.258889,-95.922222,Missouri River at Omaha (06610000-OMHN1),Missouri River,Omaha,t,{137604D3-AC1D-4A2C-99B1-C2EE95514D5C}, , , , ,6/11/2012 0:00:00,0.0,712850.78,2884.81,"IA,NE",10230006.0,Big Papillion-Mosquito,4.42218693503,6610000
1,245,630,05481300,stri4,42.25192,-93.996898,Des Moines River near Stratford (STRI4-05481300),Des Moines River,Stratford,t,{691DCFE7-DFF0-48AA-9159-7CD3F9B2C5C2}, , , , ,6/11/2012 0:00:00,0.0,1104287.57,4468.9,IA,7100004.0,Middle Des Moines,7.05359467269,5481300
1,246,650,06599900,pcmi4,42.693333,-96.37,Perry Creek near Milnerville (PCMI4-06599900),Perry Creek,Milnerville,t,{5B6423E1-71A2-4772-946C-68C787D9B1CF}, , , , ,6/11/2012 0:00:00,0.0,1029616.15,4166.71,"IA,NE,SD",10230001.0,Blackbird-Soldier,7.31301692529,6599900
1,247,519,05387440,blfi4,43.406913,-91.899046,Upper Iowa River at Bluffton (05387440),Upper Iowa River,Bluffton,t,{342979AC-90B2-4197-A662-8F96F2E3F98B}, , , , ,6/11/2012 0:00:00,0.0,639677.18,2588.68,"IA,MN",7060002.0,Upper Iowa,4.03046094434,5387440
1,248,698,LYNW3,lynw3,43.211667,-91.098611,Mississippi River at Lynxville (LYNW3),Mississippi,Lynxville,t,{66B6FBB4-281D-44B8-AEEC-70EBBC503DA2}, , , , ,2/1/2017 0:00:00,0.0,911495.16,3688.69,"IA,MN,WI",7060001.0,Coon-Yellow,4.44162244149,5388000
1,249,667,06810000,hmbi4,40.601667,-95.645,Nishnabotna River above Hamburg (HMBI4-06810000),Nishnabotna River above,Hamburg,t,{CA290DC4-03AA-4771-B5D8-14F1E5901AF3}, , , , ,6/11/2012 0:00:00,0.0,112019.58,453.33,"IA,MO,NE",10240004.0,Nishnabotna,1.56521751914,6810000
1,250,613,05465000,cnei4,41.409192,-91.290434,Cedar River near Conesville (CNEI4-05465000),Cedar River,Conesville,t,{65F2CD30-B70F-474A-8E7D-FFABDB288751}, , , , ,6/11/2012 0:00:00,0.0,703253.72,2845.97,IA,7080206.0,Lower Cedar,4.56838127734,5465000
1,251,527,05420680,tpli4,42.836091,-92.2574,Wapsipinicon River near Tripoli (05420680),Wapsipinicon River,Tripoli,t,{D3C57FE4-D26B-46B6-B387-EAB1A96A2CF0}, , , , ,6/11/2012 0:00:00,0.0,1003377.82,4060.53,"IA,MN",7080102.0,Upper Wapsipinicon,5.6383031509,5420680
1,252,585,05387500,dehi4,43.304889,-91.795543,Upper Iowa River at Decorah (DEHI4-05387500),Upper Iowa River,Decorah,t,{342979AC-90B2-4197-A662-8F96F2E3F98B}, , , , ,6/11/2012 0:00:00,0.0,639677.18,2588.68,"IA,MN",7060002.0,Upper Iowa,4.03046094434,5387500
1,253,583,PLKI4,plki4,41.7942,-93.7295,Big Creek Lake near Polk City (PLKI4),Big Creek Lake,Polk City,t,{691DCFE7-DFF0-48AA-9159-7CD3F9B2C5C2}, , , , ,6/11/2012 0:00:00,0.0,1104287.57,4468.9,IA,7100004.0,Middle Des Moines,7.05359467269,5481300
1,254,710,06482020,sxfs2,43.566944,-96.710833,Big Sioux River at N Cliff Ave at Sioux Falls (SXFS2),Big Sioux River,Sioux Falls,t,{79EA5FED-F1D1-42CD-AF83-6BAC73F4555C}, , , , ,6/11/2012 0:00:00,0.0,2188003.06,8854.54,"IA,MN,NE,SD",10170203.0,Lower Big Sioux,8.63624008646,6482020
0,255,558,05475350,,43.890278,-95.160833,"Des Moines River near Windom, MN (05475350)",Des Moines River,"Windom, MN",t,,,,,,,,,,,,,,5475350
1,256,612,05464500,cidi4,41.971945,-91.667124,Cedar River at Cedar Rapids (CIDI4-05464500),Cedar River,Cedar Rapids,t,{10D6BD99-0D47-4E35-9629-7F5417158BDF}, , , , ,6/11/2012 0:00:00,0.0,1546778.49,6259.6,IA,7080205.0,Middle Cedar,5.82086975405,5464500
1,257,1962,05472390,lcyi4,41.4214,-92.6513,Middle Creek near Lacey (05472390),Middle Creek,Lacey ,t,{F5482012-4FCC-45A0-9DC5-71524F3980F0}, , , , ,6/11/2012 0:00:00,0.0,558361.16,2259.61,IA,7080106.0,North Skunk,3.96470530119,5472390
1,258,1693,06609560,wcsi4,41.921389,-95.701389,Willow Creek near Soldier (06609560),Willow Creek,Soldier,t,{FA3F5B0F-E548-4B41-9276-B1409BDFBB0C}, , , , ,6/11/2012 0:00:00,0.0,761568.23,3081.96,IA,10230007.0,Boyer,5.11919109484,6609560
1,259,1609,05451770,tmai4,41.964256,-92.63655,Iowa River at County Highway E49 near Tama (05451770-TMAI4),Iowa River,Tama,t,{D0140C1A-627A-43BA-BA40-75FC583D2728}, , , , ,6/11/2012 0:00:00,0.0,1060665.78,4292.37,IA,7080208.0,Middle Iowa,5.65546570065,5451770
1,260,1879,FAII4,faii4,41.43778,-90.89361,Mississippi River near Fairport (FAII4),Mississippi River,Fairport,t,{C5D4BA12-6399-4A40-A170-2F26C7D2C6B1}, , , , ,6/11/2012 0:00:00,0.0,634693.16,2568.51,"IA,IL",7080101.0,Copperas-Duck,5.58462516616,5421000
1,261,561,05480080,flzi4,42.529194,-94.256694,Lizard Creek near Fort Dodge (05480080),Lizard Creek,Fort Dodge,t,{691DCFE7-DFF0-48AA-9159-7CD3F9B2C5C2}, , , , ,6/11/2012 0:00:00,0.0,1104287.57,4468.9,IA,7100004.0,Middle Des Moines,7.05359467269,5480080
1,262,560,05476735,rlfi4,42.805556,-94.462222,Pilot Creek at County Hwy P15 near Rolfe (05476735),Pilot Creek,Rolfe,t,{160E026C-2368-4E10-BD10-AC1A55DD6A5A}, , , , ,6/11/2012 0:00:00,0.0,688598.17,2786.66,"IA,MN",7100002.0,Upper Des Moines,4.37939475155,5476735
